Geography,stateAbbr,stateFullName
"Riverwoods village, Illinois",IL, Illinois
"Roanoke village, Illinois",IL, Illinois
"Robbins village, Illinois",IL, Illinois
"Roberts village, Illinois",IL, Illinois
"Robinson city, Illinois",IL, Illinois
"Rochelle city, Illinois",IL, Illinois
"Rochester village, Illinois",IL, Illinois
"Rockbridge village, Illinois",IL, Illinois
"Rock City village, Illinois",IL, Illinois
"Rockdale village, Illinois",IL, Illinois
"Rock Falls city, Illinois",IL, Illinois
"Rockford city, Illinois",IL, Illinois
"Rock Island city, Illinois",IL, Illinois
"Rockton village, Illinois",IL, Illinois
"Rockwood village, Illinois",IL, Illinois
"Rolling Meadows city, Illinois",IL, Illinois
"Rome CDP, Illinois",IL, Illinois
"Romeoville village, Illinois",IL, Illinois
"Roodhouse city, Illinois",IL, Illinois
"Roscoe village, Illinois",IL, Illinois
"Rose Hill village, Illinois",IL, Illinois
"Roselle village, Illinois",IL, Illinois
"Rosemont village, Illinois",IL, Illinois
"Roseville village, Illinois",IL, Illinois
"Rosewood Heights CDP, Illinois",IL, Illinois
"Rosiclare city, Illinois",IL, Illinois
"Rossville village, Illinois",IL, Illinois
"Round Lake village, Illinois",IL, Illinois
"Round Lake Beach village, Illinois",IL, Illinois
"Round Lake Heights village, Illinois",IL, Illinois
"Round Lake Park village, Illinois",IL, Illinois
"Roxana village, Illinois",IL, Illinois
"Royal village, Illinois",IL, Illinois
"Royal Lakes village, Illinois",IL, Illinois
"Royalton village, Illinois",IL, Illinois
"Ruma village, Illinois",IL, Illinois
"Rushville city, Illinois",IL, Illinois
"Russellville village, Illinois",IL, Illinois
"Rutland village, Illinois",IL, Illinois
"Sadorus village, Illinois",IL, Illinois
"Sailor Springs village, Illinois",IL, Illinois
"Salem city, Illinois",IL, Illinois
"Sammons Point village, Illinois",IL, Illinois
"Sandoval village, Illinois",IL, Illinois
"Sandwich city, Illinois",IL, Illinois
"San Jose village, Illinois",IL, Illinois
"Sauget village, Illinois",IL, Illinois
"Sauk Village village, Illinois",IL, Illinois
"Saunemin village, Illinois",IL, Illinois
"Savanna city, Illinois",IL, Illinois
"Savoy village, Illinois",IL, Illinois
"Sawyerville village, Illinois",IL, Illinois
"Saybrook village, Illinois",IL, Illinois
"Scales Mound village, Illinois",IL, Illinois
"Schaumburg village, Illinois",IL, Illinois
"Schiller Park village, Illinois",IL, Illinois
"Schram City village, Illinois",IL, Illinois
"Sciota village, Illinois",IL, Illinois
"Scottville village, Illinois",IL, Illinois
"Seaton village, Illinois",IL, Illinois
"Seatonville village, Illinois",IL, Illinois
"Secor village, Illinois",IL, Illinois
"Seneca village, Illinois",IL, Illinois
"Sesser city, Illinois",IL, Illinois
"Seymour CDP, Illinois",IL, Illinois
"Shabbona village, Illinois",IL, Illinois
"Shannon village, Illinois",IL, Illinois
"Sheffield village, Illinois",IL, Illinois
"Shelbyville city, Illinois",IL, Illinois
"Sheldon village, Illinois",IL, Illinois
"Sheridan village, Illinois",IL, Illinois
"Sherman village, Illinois",IL, Illinois
"Sherrard village, Illinois",IL, Illinois
"Shiloh village, Illinois",IL, Illinois
"Shipman town, Illinois",IL, Illinois
"Shorewood village, Illinois",IL, Illinois
"Shumway village, Illinois",IL, Illinois
"Sibley village, Illinois",IL, Illinois
"Sidell village, Illinois",IL, Illinois
"Sidney village, Illinois",IL, Illinois
"Sigel town, Illinois",IL, Illinois
"Silvis city, Illinois",IL, Illinois
"Simpson village, Illinois",IL, Illinois
"Sims village, Illinois",IL, Illinois
"Skokie village, Illinois",IL, Illinois
"Sleepy Hollow village, Illinois",IL, Illinois
"Smithboro village, Illinois",IL, Illinois
"Smithfield village, Illinois",IL, Illinois
"Smithton village, Illinois",IL, Illinois
"Somonauk village, Illinois",IL, Illinois
"Sorento village, Illinois",IL, Illinois
"South Barrington village, Illinois",IL, Illinois
"South Beloit city, Illinois",IL, Illinois
"South Chicago Heights village, Illinois",IL, Illinois
"South Elgin village, Illinois",IL, Illinois
"Southern View village, Illinois",IL, Illinois
"South Holland village, Illinois",IL, Illinois
"South Jacksonville village, Illinois",IL, Illinois
"South Pekin village, Illinois",IL, Illinois
"South Roxana village, Illinois",IL, Illinois
"South Wilmington village, Illinois",IL, Illinois
"Sparland village, Illinois",IL, Illinois
"Sparta city, Illinois",IL, Illinois
"Spaulding village, Illinois",IL, Illinois
"Spring Bay village, Illinois",IL, Illinois
"Springerton village, Illinois",IL, Illinois
"Springfield city, Illinois",IL, Illinois
"Spring Grove village, Illinois",IL, Illinois
"Spring Valley city, Illinois",IL, Illinois
"Standard village, Illinois",IL, Illinois
"Standard City village, Illinois",IL, Illinois
"Stanford village, Illinois",IL, Illinois
"Staunton city, Illinois",IL, Illinois
"Steeleville village, Illinois",IL, Illinois
"Steger village, Illinois",IL, Illinois
"Sterling city, Illinois",IL, Illinois
"Steward village, Illinois",IL, Illinois
"Stewardson village, Illinois",IL, Illinois
"Stickney village, Illinois",IL, Illinois
"Stillman Valley village, Illinois",IL, Illinois
"Stockton village, Illinois",IL, Illinois
"Stonefort village, Illinois",IL, Illinois
"Stone Park village, Illinois",IL, Illinois
"Stonington village, Illinois",IL, Illinois
"Stoy village, Illinois",IL, Illinois
"Strasburg village, Illinois",IL, Illinois
"Strawn village, Illinois",IL, Illinois
"Streamwood village, Illinois",IL, Illinois
"Streator city, Illinois",IL, Illinois
"Stronghurst village, Illinois",IL, Illinois
"Sublette village, Illinois",IL, Illinois
"Sugar Grove village, Illinois",IL, Illinois
"Sullivan city, Illinois",IL, Illinois
"Summerfield village, Illinois",IL, Illinois
"Summit village, Illinois",IL, Illinois
"Sumner city, Illinois",IL, Illinois
"Sun River Terrace village, Illinois",IL, Illinois
"Swansea village, Illinois",IL, Illinois
"Sycamore city, Illinois",IL, Illinois
"Symerton village, Illinois",IL, Illinois
"Table Grove village, Illinois",IL, Illinois
"Tallula village, Illinois",IL, Illinois
"Tamaroa village, Illinois",IL, Illinois
"Tamms village, Illinois",IL, Illinois
"Tampico village, Illinois",IL, Illinois
"Taylor Springs village, Illinois",IL, Illinois
"Taylorville city, Illinois",IL, Illinois
"Tennessee village, Illinois",IL, Illinois
"Teutopolis village, Illinois",IL, Illinois
"Thawville village, Illinois",IL, Illinois
"Thayer village, Illinois",IL, Illinois
"Thebes village, Illinois",IL, Illinois
"The Galena Territory CDP, Illinois",IL, Illinois
"Third Lake village, Illinois",IL, Illinois
"Thomasboro village, Illinois",IL, Illinois
"Thompsonville village, Illinois",IL, Illinois
"Thomson village, Illinois",IL, Illinois
"Thornton village, Illinois",IL, Illinois
"Tilden village, Illinois",IL, Illinois
"Tilton village, Illinois",IL, Illinois
"Timberlane village, Illinois",IL, Illinois
"Time village, Illinois",IL, Illinois
"Tinley Park village, Illinois",IL, Illinois
"Tiskilwa village, Illinois",IL, Illinois
"Toledo village, Illinois",IL, Illinois
"Tolono village, Illinois",IL, Illinois
"Toluca city, Illinois",IL, Illinois
"Tonica village, Illinois",IL, Illinois
"Topeka village, Illinois",IL, Illinois
"Toulon city, Illinois",IL, Illinois
"Tovey village, Illinois",IL, Illinois
"Towanda village, Illinois",IL, Illinois
"Tower Hill village, Illinois",IL, Illinois
"Tower Lakes village, Illinois",IL, Illinois
"Tremont village, Illinois",IL, Illinois
"Trenton city, Illinois",IL, Illinois
"Trout Valley village, Illinois",IL, Illinois
"Troy city, Illinois",IL, Illinois
"Troy Grove village, Illinois",IL, Illinois
"Tuscola city, Illinois",IL, Illinois
"Twin Grove CDP, Illinois",IL, Illinois
"Ullin village, Illinois",IL, Illinois
"Union village, Illinois",IL, Illinois
"Union Hill village, Illinois",IL, Illinois
"University Park village, Illinois",IL, Illinois
"Urbana city, Illinois",IL, Illinois
"Ursa village, Illinois",IL, Illinois
"Valier village, Illinois",IL, Illinois
"Valley City village, Illinois",IL, Illinois
"Valmeyer village, Illinois",IL, Illinois
"Vandalia city, Illinois",IL, Illinois
"Varna village, Illinois",IL, Illinois
"Venedy village, Illinois",IL, Illinois
"Venetian Village CDP, Illinois",IL, Illinois
"Venice city, Illinois",IL, Illinois
"Vergennes village, Illinois",IL, Illinois
"Vermilion village, Illinois",IL, Illinois
"Vermont village, Illinois",IL, Illinois
"Vernon village, Illinois",IL, Illinois
"Vernon Hills village, Illinois",IL, Illinois
"Verona village, Illinois",IL, Illinois
"Versailles village, Illinois",IL, Illinois
"Victoria village, Illinois",IL, Illinois
"Vienna city, Illinois",IL, Illinois
"Villa Grove city, Illinois",IL, Illinois
"Villa Park village, Illinois",IL, Illinois
"Viola village, Illinois",IL, Illinois
"Virden city, Illinois",IL, Illinois
"Virgil village, Illinois",IL, Illinois
"Virginia city, Illinois",IL, Illinois
"Volo village, Illinois",IL, Illinois
"Wadsworth village, Illinois",IL, Illinois
"Waggoner village, Illinois",IL, Illinois
"Walnut village, Illinois",IL, Illinois
"Walnut Hill village, Illinois",IL, Illinois
"Walshville village, Illinois",IL, Illinois
"Waltonville village, Illinois",IL, Illinois
"Wamac city, Illinois",IL, Illinois
"Wapella village, Illinois",IL, Illinois
"Warren village, Illinois",IL, Illinois
"Warrensburg village, Illinois",IL, Illinois
"Warrenville city, Illinois",IL, Illinois
"Warsaw city, Illinois",IL, Illinois
"Washburn village, Illinois",IL, Illinois
"Washington city, Illinois",IL, Illinois
"Washington Park village, Illinois",IL, Illinois
"Wataga village, Illinois",IL, Illinois
"Waterloo city, Illinois",IL, Illinois
"Waterman village, Illinois",IL, Illinois
"Watseka city, Illinois",IL, Illinois
"Watson village, Illinois",IL, Illinois
"Wauconda village, Illinois",IL, Illinois
"Waukegan city, Illinois",IL, Illinois
"Waverly city, Illinois",IL, Illinois
"Wayne village, Illinois",IL, Illinois
"Wayne City village, Illinois",IL, Illinois
"Waynesville village, Illinois",IL, Illinois
"Weldon village, Illinois",IL, Illinois
"Wellington village, Illinois",IL, Illinois
"Wenona city, Illinois",IL, Illinois
"Wenonah village, Illinois",IL, Illinois
"West Brooklyn village, Illinois",IL, Illinois
"Westchester village, Illinois",IL, Illinois
"West Chicago city, Illinois",IL, Illinois
"West City village, Illinois",IL, Illinois
"West Dundee village, Illinois",IL, Illinois
"Western Springs village, Illinois",IL, Illinois
"Westervelt CDP, Illinois",IL, Illinois
"Westfield village, Illinois",IL, Illinois
"West Frankfort city, Illinois",IL, Illinois
"Westmont village, Illinois",IL, Illinois
"West Peoria city, Illinois",IL, Illinois
"West Point village, Illinois",IL, Illinois
"West Salem village, Illinois",IL, Illinois
"West Union CDP, Illinois",IL, Illinois
"Westville village, Illinois",IL, Illinois
"West York CDP, Illinois",IL, Illinois
"Wheaton city, Illinois",IL, Illinois
"Wheeler village, Illinois",IL, Illinois
"Wheeling village, Illinois",IL, Illinois
"Whiteash CDP, Illinois",IL, Illinois
"White City village, Illinois",IL, Illinois
"White Hall city, Illinois",IL, Illinois
"White Heath CDP, Illinois",IL, Illinois
"Williamsfield village, Illinois",IL, Illinois
"Williamson village, Illinois",IL, Illinois
"Williamsville village, Illinois",IL, Illinois
"Willisville village, Illinois",IL, Illinois
"Willowbrook village, Illinois",IL, Illinois
"Willowbrook CDP, Illinois",IL, Illinois
"Willow Hill village, Illinois",IL, Illinois
"Willow Springs village, Illinois",IL, Illinois
"Wilmette village, Illinois",IL, Illinois
"Wilmington village, Illinois",IL, Illinois
"Wilmington city, Illinois",IL, Illinois
"Wilsonville village, Illinois",IL, Illinois
"Winchester city, Illinois",IL, Illinois
"Windsor village, Illinois",IL, Illinois
"Windsor city, Illinois",IL, Illinois
"Winfield village, Illinois",IL, Illinois
"Winnebago village, Illinois",IL, Illinois
"Winnetka village, Illinois",IL, Illinois
"Winslow village, Illinois",IL, Illinois
"Winthrop Harbor village, Illinois",IL, Illinois
"Witt city, Illinois",IL, Illinois
"Wonder Lake village, Illinois",IL, Illinois
"Wood Dale city, Illinois",IL, Illinois
"Woodhull village, Illinois",IL, Illinois
"Woodland village, Illinois",IL, Illinois
"Woodlawn village, Illinois",IL, Illinois
"Woodridge village, Illinois",IL, Illinois
"Wood River city, Illinois",IL, Illinois
"Woodson village, Illinois",IL, Illinois
"Woodstock city, Illinois",IL, Illinois
"Worden village, Illinois",IL, Illinois
"Worth village, Illinois",IL, Illinois
"Wyanet village, Illinois",IL, Illinois
"Wyoming city, Illinois",IL, Illinois
"Xenia village, Illinois",IL, Illinois
"Yale village, Illinois",IL, Illinois
"Yates City village, Illinois",IL, Illinois
"Yorkville city, Illinois",IL, Illinois
"Zeigler city, Illinois",IL, Illinois
"Zion city, Illinois",IL, Illinois
"Advance town, Indiana",IN, Indiana
"Akron town, Indiana",IN, Indiana
"Alamo town, Indiana",IN, Indiana
"Albany town, Indiana",IN, Indiana
"Albion town, Indiana",IN, Indiana
"Alexandria city, Indiana",IN, Indiana
"Alfordsville town, Indiana",IN, Indiana
"Alton town, Indiana",IN, Indiana
"Altona town, Indiana",IN, Indiana
"Ambia town, Indiana",IN, Indiana
"Amboy town, Indiana",IN, Indiana
"Americus CDP, Indiana",IN, Indiana
"Amo town, Indiana",IN, Indiana
"Anderson city, Indiana",IN, Indiana
"Andrews town, Indiana",IN, Indiana
"Angola city, Indiana",IN, Indiana
"Arcadia town, Indiana",IN, Indiana
"Argos town, Indiana",IN, Indiana
"Arlington CDP, Indiana",IN, Indiana
"Ashley town, Indiana",IN, Indiana
"Atlanta town, Indiana",IN, Indiana
"Attica city, Indiana",IN, Indiana
"Auburn city, Indiana",IN, Indiana
"Aurora city, Indiana",IN, Indiana
"Austin city, Indiana",IN, Indiana
"Avilla town, Indiana",IN, Indiana
"Avoca CDP, Indiana",IN, Indiana
"Avon town, Indiana",IN, Indiana
"Bainbridge town, Indiana",IN, Indiana
"Bargersville town, Indiana",IN, Indiana
"Bass Lake CDP, Indiana",IN, Indiana
"Batesville city, Indiana",IN, Indiana
"Battle Ground town, Indiana",IN, Indiana
"Bedford city, Indiana",IN, Indiana
"Beech Grove city, Indiana",IN, Indiana
"Berne city, Indiana",IN, Indiana
"Bethany town, Indiana",IN, Indiana
"Beverly Shores town, Indiana",IN, Indiana
"Bicknell city, Indiana",IN, Indiana
"Birdseye town, Indiana",IN, Indiana
"Blanford CDP, Indiana",IN, Indiana
"Bloomfield town, Indiana",IN, Indiana
"Bloomingdale town, Indiana",IN, Indiana
"Bloomington city, Indiana",IN, Indiana
"Blountsville town, Indiana",IN, Indiana
"Bluffton city, Indiana",IN, Indiana
"Boonville city, Indiana",IN, Indiana
"Borden town, Indiana",IN, Indiana
"Boston town, Indiana",IN, Indiana
"Boswell town, Indiana",IN, Indiana
"Bourbon town, Indiana",IN, Indiana
"Brazil city, Indiana",IN, Indiana
"Bremen town, Indiana",IN, Indiana
"Bright CDP, Indiana",IN, Indiana
"Bristol town, Indiana",IN, Indiana
"Brook town, Indiana",IN, Indiana
"Brooklyn town, Indiana",IN, Indiana
"Brooksburg town, Indiana",IN, Indiana
"Brookston town, Indiana",IN, Indiana
"Brookville town, Indiana",IN, Indiana
"Brownsburg town, Indiana",IN, Indiana
"Bruceville town, Indiana",IN, Indiana
"Bryant town, Indiana",IN, Indiana
"Buck Creek CDP, Indiana",IN, Indiana
"Buffalo CDP, Indiana",IN, Indiana
"Bunker Hill town, Indiana",IN, Indiana
"Burket town, Indiana",IN, Indiana
"Burlington town, Indiana",IN, Indiana
"Burnettsville town, Indiana",IN, Indiana
"Burns City CDP, Indiana",IN, Indiana
"Burns Harbor town, Indiana",IN, Indiana
"Butler city, Indiana",IN, Indiana
"Butlerville CDP, Indiana",IN, Indiana
"Cadiz town, Indiana",IN, Indiana
"Cambridge City town, Indiana",IN, Indiana
"Camden town, Indiana",IN, Indiana
"Campbellsburg town, Indiana",IN, Indiana
"Canaan CDP, Indiana",IN, Indiana
"Cannelburg town, Indiana",IN, Indiana
"Cannelton city, Indiana",IN, Indiana
"Carbon town, Indiana",IN, Indiana
"Carlisle town, Indiana",IN, Indiana
"Carmel city, Indiana",IN, Indiana
"Carthage town, Indiana",IN, Indiana
"Cayuga town, Indiana",IN, Indiana
"Cedar Grove town, Indiana",IN, Indiana
"Cedar Lake town, Indiana",IN, Indiana
"Center Point town, Indiana",IN, Indiana
"Centerville town, Indiana",IN, Indiana
"Chalmers town, Indiana",IN, Indiana
"Chandler town, Indiana",IN, Indiana
"Chesterfield town, Indiana",IN, Indiana
"Chesterton town, Indiana",IN, Indiana
"Chrisney town, Indiana",IN, Indiana
"Churubusco town, Indiana",IN, Indiana
"Cicero town, Indiana",IN, Indiana
"Clarksburg CDP, Indiana",IN, Indiana
"Clarks Hill town, Indiana",IN, Indiana
"Clarksville town, Indiana",IN, Indiana
"Clay City town, Indiana",IN, Indiana
"Claypool town, Indiana",IN, Indiana
"Clayton town, Indiana",IN, Indiana
"Clear Lake town, Indiana",IN, Indiana
"Clermont town, Indiana",IN, Indiana
"Clifford town, Indiana",IN, Indiana
"Clinton city, Indiana",IN, Indiana
"Cloverdale town, Indiana",IN, Indiana
"Coalmont CDP, Indiana",IN, Indiana
"Coatesville town, Indiana",IN, Indiana
"Colburn CDP, Indiana",IN, Indiana
"Colfax town, Indiana",IN, Indiana
"Collegeville CDP, Indiana",IN, Indiana
"Columbia City city, Indiana",IN, Indiana
"Columbus city, Indiana",IN, Indiana
"Connersville city, Indiana",IN, Indiana
"Converse town, Indiana",IN, Indiana
